tv_symbol,screener_slug,bse_code,isin,name
NSE:DRSCARGO,DRSCARGO,,,
BSE:542034,542034,542034,,
BSE:542654,542654,542654,,
BSE:519230,519230,519230,,
BSE:531406,531406,531406,,
BSE:542477,542477,542477,,
BSE:544170,544170,544170,,
BSE:544366,544366,544366,,
BSE:531582,531582,531582,,
BSE:521226,521226,521226,,
BSE:544559,544559,544559,,
BSE:526622,526622,526622,,
BSE:538922,538922,538922,,
BSE:505530,505530,505530,,
BSE:544052,544052,544052,,
BSE:541444,541444,541444,,
BSE:511092,511092,511092,,
NSE:SHANTHALA,SHANTHALA,,,
BSE:526532,526532,526532,,
NSE:SYNCOM,SYNCOM,,,
BSE:543769,543769,543769,,
BSE:543595,543595,543595,,
BSE:531471,531471,531471,,
BSE:539985,539985,539985,,
BSE:544072,544072,544072,,
NSE:FERROALLOY,FERROALLOY,,,
BSE:530665,530665,530665,,
BSE:539265,539265,539265,,
BSE:539190,539190,539190,,
NSE:ARROWTEX,ARROWTEX,,,
BSE:530179,530179,530179,,
BSE:532131,532131,532131,,
BSE:506365,506365,506365,,
BSE:538777,538777,538777,,
NSE:AUTOLITIND,AUTOLITIND,,,
BSE:531552,531552,531552,,
BSE:530259,530259,530259,,
BSE:534691,534691,534691,,
BSE:531735,531735,531735,,
BSE:511501,511501,511501,,
BSE:538975,538975,538975,,
BSE:530675,530675,530675,,
BSE:531029,531029,531029,,
NSE:NATNLSTEEL,NATNLSTEEL,,,
BSE:531360,531360,531360,,
NSE:METALFORGE,METALFORGE,,,
NSE:SPRL,SPRL,,,
BSE:539224,539224,539224,,
BSE:541178,541178,541178,,
BSE:539230,539230,539230,,
NSE:BOSS,BOSS,,,
NSE:KEMROCK,KEMROCK,,,
BSE:513265,513265,513265,,
BSE:539384,539384,539384,,
BSE:544378,544378,544378,,
BSE:517360,517360,517360,,
BSE:507970,507970,507970,,
BSE:538788,538788,538788,,
BSE:541771,541771,541771,,
NSE:MAKS,MAKS,,,
BSE:513303,513303,513303,,
BSE:516098,516098,516098,,
NSE:SIRPAPER,SIRPAPER,,,
BSE:531613,531613,531613,,
BSE:530369,530369,530369,,
BSE:539149,539149,539149,,
BSE:540703,540703,540703,,
NSE:RMCL,RMCL,,,
BSE:531737,531737,531737,,
BSE:531980,531980,531980,,
BSE:521068,521068,521068,,
NSE:MARG,MARG,,,
NSE:LAKSHMIEFL,LAKSHMIEFL,,,
BSE:536073,536073,536073,,
BSE:543905,543905,543905,,
BSE:544509,544509,544509,,
NSE:CONTI,CONTI,,,
BSE:538742,538742,538742,,
BSE:536799,536799,536799,,
BSE:532145,532145,532145,,
NSE:THESL,THESL,,,
BSE:524576,524576,524576,,
BSE:539669,539669,539669,,
BSE:542865,542865,542865,,
BSE:523467,523467,523467,,
NSE:PRECISION,PRECISION,,,
BSE:539435,539435,539435,,
BSE:543621,543621,543621,,
BSE:531157,531157,531157,,
BSE:508664,508664,508664,,
BSE:512565,512565,512565,,
BSE:531968,531968,531968,,
BSE:513575,513575,513575,,
NSE:PPSL,PPSL,,,
NSE:STERLINBIO,STERLINBIO,,,
BSE:539946,539946,539946,,
BSE:526373,526373,526373,,
BSE:521048,521048,521048,,
BSE:505320,505320,505320,,
BSE:530361,530361,530361,,
NSE:LOKHSG,LOKHSG,,,
BSE:519506,519506,519506,,
BSE:522267,522267,522267,,
BSE:521105,521105,521105,,
BSE:502460,502460,502460,,
BSE:503657,503657,503657,,
BSE:516110,516110,516110,,
NSE:MADSUDIND,MADSUDIND,,,
NSE:HUSYSLTD,HUSYSLTD,,,
BSE:532042,532042,532042,,
BSE:506520,506520,506520,,
NSE:NIDAN,NIDAN,,,
BSE:544373,544373,544373,,
BSE:526508,526508,526508,,
BSE:536737,536737,536737,,
BSE:540147,540147,540147,,
BSE:539599,539599,539599,,
BSE:507938,507938,507938,,
NSE:NARMADASUG,NARMADASUG,,,
BSE:543521,543521,543521,,
BSE:513173,513173,513173,,
BSE:531539,531539,531539,,
BSE:542771,542771,542771,,
BSE:512024,512024,512024,,
BSE:544371,544371,544371,,
BSE:543745,543745,543745,,
BSE:522245,522245,522245,,
BSE:530701,530701,530701,,
NSE:CMAHENDRA,CMAHENDRA,,,
BSE:543475,543475,543475,,
NSE:MMNL,MMNL,,,
BSE:543519,543519,543519,,
NSE:COREEDUTEC,COREEDUTEC,,,
NSE:TECHIN,TECHIN,,,
NSE:MPTODAY,MPTODAY,,,
BSE:531553,531553,531553,,
NSE:KSOILS,KSOILS,,,
NSE:SATIPOLY,SATIPOLY,,,
BSE:530095,530095,530095,,
BSE:534338,534338,534338,,
BSE:531203,531203,531203,,
BSE:532304,532304,532304,,
NSE:INDOZINC,INDOZINC,,,
BSE:544178,544178,544178,,
BSE:530829,530829,530829,,
NSE:VIKASWSP,VIKASWSP,,,
BSE:526687,526687,526687,,
BSE:543352,543352,543352,,
BSE:521222,521222,521222,,
NSE:ORBITCORP,ORBITCORP,,,
BSE:509015,509015,509015,,
BSE:526755,526755,526755,,
BSE:530821,530821,530821,,
BSE:542678,542678,542678,,
BSE:531324,531324,531324,,
BSE:543830,543830,543830,,
BSE:544083,544083,544083,,
BSE:512301,512301,512301,,
BSE:543594,543594,543594,,
NSE:MUKATPIPE,MUKATPIPE,,,
BSE:512215,512215,512215,,
BSE:512624,512624,512624,,
BSE:538273,538273,538273,,
NSE:SKIL,SKIL,,,
BSE:532001,532001,532001,,
BSE:541865,541865,541865,,
BSE:501351,501351,501351,,
BSE:542906,542906,542906,,
BSE:511535,511535,511535,,
BSE:531893,531893,531893,,
NSE:YCCL,YCCL,,,
BSE:514486,514486,514486,,
BSE:539116,539116,539116,,
BSE:543285,543285,543285,,
BSE:530825,530825,530825,,
BSE:526977,526977,526977,,
BSE:542682,542682,542682,,
BSE:507966,507966,507966,,
BSE:526477,526477,526477,,
BSE:530263,530263,530263,,
BSE:530459,530459,530459,,
NSE:SPPPOLY,SPPPOLY,,,
BSE:543843,543843,543843,,
BSE:531129,531129,531129,,
BSE:538609,538609,538609,,
BSE:509046,509046,509046,,
BSE:514266,514266,514266,,
BSE:540550,540550,540550,,
BSE:519574,519574,519574,,
BSE:543282,543282,543282,,
BSE:511539,511539,511539,,
NSE:PATSPINLTD,PATSPINLTD,,,
BSE:512175,512175,512175,,
BSE:531255,531255,531255,,
BSE:539174,539174,539174,,
NSE:TRIDHYA,TRIDHYA,,,
BSE:531962,531962,531962,,
BSE:540144,540144,540144,,
BSE:531395,531395,531395,,
BSE:503685,503685,503685,,
BSE:544312,544312,544312,,
BSE:538579,538579,538579,,
BSE:511543,511543,511543,,
BSE:543934,543934,543934,,
NSE:WINPRO,WINPRO,,,
BSE:531025,531025,531025,,
BSE:530537,530537,530537,,
BSE:526075,526075,526075,,
BSE:541503,541503,541503,,
BSE:514454,514454,514454,,
BSE:531784,531784,531784,,
BSE:543970,543970,543970,,
BSE:531870,531870,531870,,
BSE:531246,531246,531246,,
BSE:539938,539938,539938,,
NSE:PRATIBHA,PRATIBHA,,,
BSE:511246,511246,511246,,
NSE:APPLEIND,APPLEIND,,,
BSE:530805,530805,530805,,
BSE:531319,531319,531319,,
BSE:531099,531099,531099,,
BSE:540416,540416,540416,,
BSE:516096,516096,516096,,
BSE:544011,544011,544011,,
BSE:530401,530401,530401,,
BSE:531236,531236,531236,,
NSE:ARCOTECH,ARCOTECH,,,
BSE:531506,531506,531506,,
BSE:539409,539409,539409,,
BSE:539947,539947,539947,,
BSE:532124,532124,532124,,
BSE:544245,544245,544245,,
NSE:MONOPHARMA,MONOPHARMA,,,
BSE:530469,530469,530469,,
BSE:521131,521131,521131,,
BSE:543765,543765,543765,,
BSE:511116,511116,511116,,
BSE:506981,506981,506981,,
BSE:531616,531616,531616,,
BSE:539900,539900,539900,,
BSE:517201,517201,517201,,
NSE:KSK,KSK,,,
BSE:540727,540727,540727,,
BSE:526628,526628,526628,,
BSE:531259,531259,531259,,
NSE:SHREEKRPOL,SHREEKRPOL,,,
NSE:MARINETRAN,MARINETRAN,,,
BSE:522036,522036,522036,,
BSE:542667,542667,542667,,
BSE:505523,505523,505523,,
BSE:522289,522289,522289,,
BSE:531436,531436,531436,,
NSE:HELIOSMATH,HELIOSMATH,,,
BSE:523566,523566,523566,,
BSE:531503,531503,531503,,
NSE:CLOUD,CLOUD,,,
BSE:543309,543309,543309,,
NSE:CMRSL,CMRSL,,,
BSE:542728,542728,542728,,
NSE:LAMOSAIC,LAMOSAIC,,,
BSE:526761,526761,526761,,
BSE:542934,542934,542934,,
BSE:540066,540066,540066,,
BSE:544139,544139,544139,,
BSE:531583,531583,531583,,
BSE:514332,514332,514332,,
BSE:539470,539470,539470,,
BSE:543537,543537,543537,,
NSE:PROLIFE,PROLIFE,,,
BSE:511016,511016,511016,,
BSE:531227,531227,531227,,
NSE:SHUBHLAXMI,SHUBHLAXMI,,,
NSE:MANDEEP,MANDEEP,,,
BSE:526554,526554,526554,,
BSE:544433,544433,544433,,
BSE:538838,538838,538838,,
BSE:531416,531416,531416,,
BSE:539884,539884,539884,,
BSE:511074,511074,511074,,
BSE:538597,538597,538597,,
BSE:531178,531178,531178,,
BSE:513422,513422,513422,,
BSE:544175,544175,544175,,
BSE:530909,530909,530909,,
BSE:524522,524522,524522,,
BSE:531509,531509,531509,,
BSE:544331,544331,544331,,
BSE:524434,524434,524434,,
NSE:SANGHVIFOR,SANGHVIFOR,,,
BSE:531402,531402,531402,,
BSE:519612,519612,519612,,
BSE:541735,541735,541735,,
NSE:SAMTELTD,SAMTELTD,,,
BSE:508571,508571,508571,,
BSE:531003,531003,531003,,
NSE:RADIOWALLA,RADIOWALLA,,,
BSE:526139,526139,526139,,
BSE:506315,506315,506315,,
BSE:530953,530953,530953,,
NSE:NEELAM,NEELAM,,,
BSE:524210,524210,524210,,
BSE:538935,538935,538935,,
BSE:524400,524400,524400,,
BSE:532911,532911,532911,,
BSE:531502,531502,531502,,
NSE:OISL,OISL,,,
BSE:532105,532105,532105,,
BSE:541337,541337,541337,,
BSE:544013,544013,544013,,
NSE:RAMAPETRO,RAMAPETRO,,,
NSE:SALORAINTL,SALORAINTL,,,
BSE:539681,539681,539681,,
BSE:540756,540756,540756,,
BSE:541634,541634,541634,,
BSE:543924,543924,543924,,
BSE:511549,511549,511549,,
BSE:530405,530405,530405,,
NSE:PASUPATSPG,PASUPATSPG,,,
BSE:531960,531960,531960,,
BSE:544417,544417,544417,,
BSE:511131,511131,511131,,
BSE:513498,513498,513498,,
BSE:502589,502589,502589,,
BSE:543606,543606,543606,,
BSE:507486,507486,507486,,
BSE:506142,506142,506142,,
BSE:540023,540023,540023,,
BSE:543310,543310,543310,,
BSE:514128,514128,514128,,
BSE:543754,543754,543754,,
BSE:531950,531950,531950,,
BSE:519415,519415,519415,,
BSE:511730,511730,511730,,
NSE:MERCATOR,MERCATOR,,,
NSE:ESCORTSFIN,ESCORTSFIN,,,
BSE:514028,514028,514028,,
BSE:531572,531572,531572,,
BSE:511758,511758,511758,,
BSE:540150,540150,540150,,
BSE:531608,531608,531608,,
NSE:TAPIFRUIT,TAPIFRUIT,,,
BSE:532723,532723,532723,,
BSE:531217,531217,531217,,
NSE:GOENKA,GOENKA,,,
BSE:538647,538647,538647,,
NSE:SARTHAKIND,SARTHAKIND,,,
BSE:505212,505212,505212,,
BSE:530787,530787,530787,,
NSE:BALURTRANS,BALURTRANS,,,
BSE:512247,512247,512247,,
NSE:ASPIRE,ASPIRE,,,
NSE:MORARJEE,MORARJEE,,,
BSE:521149,521149,521149,,
NSE:IDENTICAL,IDENTICAL,,,
BSE:531437,531437,531437,,
BSE:504392,504392,504392,,
BSE:512036,512036,512036,,
NSE:MOSERBAER,MOSERBAER,,,
BSE:524727,524727,524727,,
BSE:526901,526901,526901,,
BSE:544372,544372,544372,,
BSE:539012,539012,539012,,
BSE:504648,504648,504648,,
BSE:539120,539120,539120,,
NSE:AILIMITED,AILIMITED,,,
BSE:539521,539521,539521,,
BSE:531626,531626,531626,,
NSE:ROLTA,ROLTA,,,
BSE:526355,526355,526355,,
BSE:544624,544624,544624,,
BSE:539494,539494,539494,,
BSE:541133,541133,541133,,
BSE:531667,531667,531667,,
BSE:538646,538646,538646,,
BSE:530149,530149,530149,,
BSE:509895,509895,509895,,
BSE:533602,533602,533602,,
NSE:VENLONPOLY,VENLONPOLY,,,
BSE:543921,543921,543921,,
BSE:531919,531919,531919,,
BSE:511593,511593,511593,,
BSE:526161,526161,526161,,
BSE:540953,540953,540953,,
BSE:535730,535730,535730,,
BSE:506947,506947,506947,,
BSE:531015,531015,531015,,
NSE:MATHPLATT,MATHPLATT,,,
NSE:STANDRDBAT,STANDRDBAT,,,
NSE:KJMCFIN,KJMCFIN,,,
NSE:ADITYASPIN,ADITYASPIN,,,
NSE:VSCL,VSCL,,,
BSE:531533,531533,531533,,
BSE:544596,544596,544596,,
BSE:519475,519475,519475,,
NSE:KIRLOSELEC,KIRLOSELEC,,,
BSE:544000,544000,544000,,
BSE:532910,532910,532910,,
BSE:532167,532167,532167,,
BSE:531262,531262,531262,,
NSE:DHARSUGAR,DHARSUGAR,,,
NSE:CLCIND,CLCIND,,,
BSE:526871,526871,526871,,
BSE:538382,538382,538382,,
BSE:538918,538918,538918,,
BSE:541006,541006,541006,,
BSE:523489,523489,523489,,
NSE:AGARWALFT,AGARWALFT,,,
NSE:MICROPRO,MICROPRO,,,
BSE:530133,530133,530133,,
BSE:509887,509887,509887,,
BSE:543286,543286,543286,,
BSE:506105,506105,506105,,
NSE:RISHIPACK,RISHIPACK,,,
BSE:501314,501314,501314,,
BSE:543941,543941,543941,,
NSE:TGL,TGL,,,
BSE:530407,530407,530407,,
NSE:TECPRO,TECPRO,,,
BSE:508922,508922,508922,,
BSE:539519,539519,539519,,
NSE:EVERONN,EVERONN,,,
BSE:502933,502933,502933,,
BSE:533305,533305,533305,,
NSE:TIMESCAN,TIMESCAN,,,
BSE:530267,530267,530267,,
BSE:530291,530291,530291,,
BSE:532217,532217,532217,,
BSE:514177,514177,514177,,
BSE:531628,531628,531628,,
BSE:511355,511355,511355,,
BSE:540079,540079,540079,,
BSE:524314,524314,524314,,
BSE:539679,539679,539679,,
BSE:521178,521178,521178,,
BSE:544683,544683,544683,,
BSE:519532,519532,519532,,
BSE:530779,530779,530779,,
NSE:ARUNASUGAR,ARUNASUGAR,,,
BSE:544500,544500,544500,,
NSE:YUDIZ,YUDIZ,,,
NSE:KGL,KGL,,,
BSE:539378,539378,539378,,
NSE:GML,GML,,,
BSE:530973,530973,530973,,
BSE:530925,530925,530925,,
BSE:526711,526711,526711,,
NSE:MINDPOOL,MINDPOOL,,,
BSE:512489,512489,512489,,
BSE:543341,543341,543341,,
BSE:501700,501700,501700,,
BSE:538610,538610,538610,,
BSE:532701,532701,532701,,
BSE:541983,541983,541983,,
NSE:CASTEXTECH,CASTEXTECH,,,
NSE:KALANA,KALANA,,,
BSE:543319,543319,543319,,
NSE:QVCEL,QVCEL,,,
BSE:544539,544539,544539,,
NSE:DEEM,DEEM,,,
BSE:544437,544437,544437,,
BSE:512022,512022,512022,,
BSE:511533,511533,511533,,
NSE:SIGNORIA,SIGNORIA,,,
BSE:526945,526945,526945,,
BSE:524440,524440,524440,,
BSE:530609,530609,530609,,
NSE:LML,LML,,,
BSE:539770,539770,539770,,
BSE:543538,543538,543538,,
BSE:526043,526043,526043,,
BSE:531212,531212,531212,,
NSE:PLETHICO,PLETHICO,,,
BSE:544640,544640,544640,,
BSE:530217,530217,530217,,
NSE:COX&amp;KINGS,COX&amp;KINGS,,,
BSE:523840,523840,523840,,
BSE:541945,541945,541945,,
BSE:500206,500206,500206,,
BSE:534741,534741,534741,,
NSE:CELLPOINT,CELLPOINT,,,
BSE:543518,543518,543518,,
BSE:526847,526847,526847,,
NSE:IVRCLINFRA,IVRCLINFRA,,,
NSE:AMTL,AMTL,,,
BSE:532154,532154,532154,,
BSE:539176,539176,539176,,
BSE:540310,540310,540310,,
BSE:544585,544585,544585,,
BSE:539273,539273,539273,,
BSE:530853,530853,530853,,
NSE:MIEL,MIEL,,,
BSE:532284,532284,532284,,
NSE:ARVINDREM,ARVINDREM,,,
BSE:542248,542248,542248,,
NSE:MANGTIMBER,MANGTIMBER,,,
NSE:AGSTRA,AGSTRA,,,
BSE:544436,544436,544436,,
BSE:539428,539428,539428,,
NSE:ELFORGE,ELFORGE,,,
NSE:GARDENSILK,GARDENSILK,,,
NSE:BULKCORP,BULKCORP,,,
BSE:531814,531814,531814,,
NSE:KSERASERA,KSERASERA,,,
NSE:RUCHISTRIP,RUCHISTRIP,,,
BSE:544393,544393,544393,,
BSE:530231,530231,530231,,
NSE:SUBCAPCITY,SUBCAPCITY,,,
BSE:512169,512169,512169,,
NSE:BIKEWO,BIKEWO,,,
BSE:531982,531982,531982,,
BSE:540821,540821,540821,,
BSE:524156,524156,524156,,
NSE:MEDISTEP,MEDISTEP,,,
NSE:RAVALSUGAR,RAVALSUGAR,,,
BSE:508969,508969,508969,,
BSE:517264,517264,517264,,
BSE:512257,512257,512257,,
BSE:505250,505250,505250,,
NSE:AGUL,AGUL,,,
BSE:540467,540467,540467,,
BSE:531651,531651,531651,,
BSE:539354,539354,539354,,
BSE:531635,531635,531635,,
NSE:PINCON,PINCON,,,
BSE:533100,533100,533100,,
BSE:505343,505343,505343,,
NSE:PODDARHOUS,PODDARHOUS,,,
BSE:538539,538539,538539,,
BSE:511176,511176,511176,,
BSE:524818,524818,524818,,
NSE:INNOIND,INNOIND,,,
BSE:530747,530747,530747,,
NSE:GKB,GKB,,,
BSE:530419,530419,530419,,
BSE:504810,504810,504810,,
BSE:510245,510245,510245,,
BSE:503691,503691,503691,,
BSE:523752,523752,523752,,
BSE:524548,524548,524548,,
NSE:RAMGOPOLY,RAMGOPOLY,,,
BSE:514482,514482,514482,,
NSE:MEDIORG,MEDIORG,,,
BSE:502133,502133,502133,,
NSE:QUICKTOUCH,QUICKTOUCH,,,
BSE:531301,531301,531301,,
NSE:PARABDRUGS,PARABDRUGS,,,
BSE:500212,500212,500212,,
NSE:VERA,VERA,,,
BSE:521232,521232,521232,,
BSE:539013,539013,539013,,
BSE:539310,539310,539310,,
BSE:514312,514312,514312,,
BSE:539011,539011,539011,,
BSE:543951,543951,543951,,
BSE:524675,524675,524675,,
NSE:WALPAR,WALPAR,,,
BSE:544348,544348,544348,,
BSE:509084,509084,509084,,
BSE:530525,530525,530525,,
BSE:544195,544195,544195,,
BSE:508961,508961,508961,,
BSE:530037,530037,530037,,
BSE:543065,543065,543065,,
NSE:SUNREST,SUNREST,,,
BSE:533213,533213,533213,,
BSE:540190,540190,540190,,
BSE:512425,512425,512425,,
BSE:544313,544313,544313,,
BSE:539335,539335,539335,,
BSE:541005,541005,541005,,
BSE:531380,531380,531380,,
BSE:541196,541196,541196,,
NSE:USHDEVINT,USHDEVINT,,,
BSE:539559,539559,539559,,
NSE:BIRLACOT,BIRLACOT,,,
NSE:DSKULKARNI,DSKULKARNI,,,
BSE:531744,531744,531744,,
NSE:FALCONTECH,FALCONTECH,,,
BSE:530289,530289,530289,,
NSE:JBFIND,JBFIND,,,
BSE:511012,511012,511012,,
BSE:508900,508900,508900,,
BSE:543814,543814,543814,,
BSE:532007,532007,532007,,
BSE:539455,539455,539455,,
BSE:531168,531168,531168,,
BSE:530757,530757,530757,,
BSE:505515,505515,505515,,
BSE:531819,531819,531819,,
NSE:SECL,SECL,,,
BSE:506858,506858,506858,,
NSE:MPEL,MPEL,,,
BSE:537069,537069,537069,,
BSE:531612,531612,531612,,
NSE:PHOGLOBAL,PHOGLOBAL,,,
BSE:543546,543546,543546,,
BSE:531557,531557,531557,,
BSE:540694,540694,540694,,
BSE:520123,520123,520123,,
BSE:544422,544422,544422,,
BSE:533101,533101,533101,,
NSE:GEMSPIN,GEMSPIN,,,
BSE:543678,543678,543678,,
BSE:538743,538743,538743,,
BSE:531797,531797,531797,,
BSE:519359,519359,519359,,
BSE:538576,538576,538576,,
BSE:524080,524080,524080,,
BSE:543914,543914,543914,,
BSE:539760,539760,539760,,
BSE:544625,544625,544625,,
BSE:543744,543744,543744,,
BSE:512591,512591,512591,,
BSE:530695,530695,530695,,
BSE:531111,531111,531111,,
NSE:FAALCON,FAALCON,,,
BSE:544575,544575,544575,,
BSE:539561,539561,539561,,
NSE:GSTL,GSTL,,,
BSE:543637,543637,543637,,
BSE:539246,539246,539246,,
BSE:505336,505336,505336,,
NSE:SIMBHALS,SIMBHALS,,,
BSE:531280,531280,531280,,
BSE:511357,511357,511357,,
BSE:543410,543410,543410,,
BSE:539267,539267,539267,,
BSE:524703,524703,524703,,
NSE:ARUNAYA,ARUNAYA,,,
NSE:BODHTREE,BODHTREE,,,
BSE:531067,531067,531067,,
NSE:VICTORYEV,VICTORYEV,,,
BSE:544494,544494,544494,,
BSE:531780,531780,531780,,
BSE:531328,531328,531328,,
BSE:530883,530883,530883,,
BSE:538834,538834,538834,,
NSE:SHAIVAL,SHAIVAL,,,
BSE:543540,543540,543540,,
NSE:UNILEX,UNILEX,,,
BSE:540006,540006,540006,,
BSE:541112,541112,541112,,
BSE:524661,524661,524661,,
BSE:531340,531340,531340,,
NSE:PARAMOUNT,PARAMOUNT,,,
BSE:544607,544607,544607,,
NSE:NOL,NOL,,,
BSE:534063,534063,534063,,
BSE:544334,544334,544334,,
BSE:518011,518011,518011,,
BSE:542802,542802,542802,,
BSE:538521,538521,538521,,
NSE:MUKANDENGG,MUKANDENGG,,,
BSE:511138,511138,511138,,
BSE:530855,530855,530855,,
NSE:HOMESFY,HOMESFY,,,
BSE:542724,542724,542724,,
BSE:526269,526269,526269,,
BSE:526851,526851,526851,,
BSE:511169,511169,511169,,
BSE:502445,502445,502445,,
NSE:AGNI,AGNI,,,
BSE:514060,514060,514060,,
BSE:504713,504713,504713,,
NSE:POLARIS,POLARIS,,,
BSE:540904,540904,540904,,
NSE:ARMOUR,ARMOUR,,,
NSE:SHARONBIO,SHARONBIO,,,
NSE:JETKNIT,JETKNIT,,,
BSE:530309,530309,530309,,
BSE:544337,544337,544337,,
BSE:530711,530711,530711,,
NSE:GFSTEELS,GFSTEELS,,,
BSE:531199,531199,531199,,
BSE:544242,544242,544242,,
NSE:UMA,UMA,,,
NSE:HRHNEXT,HRHNEXT,,,
NSE:AUROIMPEX,AUROIMPEX,,,
BSE:530109,530109,530109,,
BSE:521228,521228,521228,,
BSE:522207,522207,522207,,
BSE:531156,531156,531156,,
BSE:526604,526604,526604,,
NSE:MCON,MCON,,,
NSE:MEDICAPS,MEDICAPS,,,
BSE:526345,526345,526345,,
BSE:544035,544035,544035,,
BSE:511563,511563,511563,,
BSE:539761,539761,539761,,
BSE:544659,544659,544659,,
NSE:FIVECORE,FIVECORE,,,
BSE:514412,514412,514412,,
NSE:KKVAPOW,KKVAPOW,,,
BSE:511692,511692,511692,,
NSE:SHRIKANHA,SHRIKANHA,,,
NSE:KGDENIM,KGDENIM,,,
BSE:512115,512115,512115,,
BSE:509762,509762,509762,,
BSE:521244,521244,521244,,
NSE:ZODJRDMKJ,ZODJRDMKJ,,,
BSE:531223,531223,531223,,
BSE:531840,531840,531840,,
BSE:544270,544270,544270,,
NSE:NIRMAN,NIRMAN,,,
BSE:531600,531600,531600,,
BSE:538634,538634,538634,,
BSE:511447,511447,511447,,
BSE:501370,501370,501370,,
BSE:532404,532404,532404,,
BSE:530255,530255,530255,,
BSE:544452,544452,544452,,
NSE:SRGINFOTEC,SRGINFOTEC,,,
NSE:QVC,QVC,,,
BSE:530959,530959,530959,,
BSE:511359,511359,511359,,
BSE:511712,511712,511712,,
BSE:511654,511654,511654,,
BSE:536846,536846,536846,,
NSE:BSELINFRA,BSELINFRA,,,
NSE:SOCL,SOCL,,,
BSE:517415,517415,517415,,
BSE:540468,540468,540468,,
BSE:532355,532355,532355,,
BSE:530897,530897,530897,,
BSE:511658,511658,511658,,
BSE:512217,512217,512217,,
BSE:541338,541338,541338,,
BSE:544392,544392,544392,,
BSE:532918,532918,532918,,
BSE:532957,532957,532957,,
BSE:538778,538778,538778,,
BSE:505685,505685,505685,,
NSE:VERTEXPLUS,VERTEXPLUS,,,
BSE:514087,514087,514087,,
BSE:526095,526095,526095,,
BSE:544400,544400,544400,,
BSE:531752,531752,531752,,
BSE:530991,530991,530991,,
BSE:502873,502873,502873,,
BSE:544630,544630,544630,,
BSE:530169,530169,530169,,
BSE:531268,531268,531268,,
BSE:509196,509196,509196,,
BSE:501827,501827,501827,,
BSE:530433,530433,530433,,
BSE:530951,530951,530951,,
BSE:511000,511000,511000,,
NSE:NMSTEEL,NMSTEEL,,,
BSE:526490,526490,526490,,
BSE:531233,531233,531233,,
BSE:507948,507948,507948,,
NSE:VALECHAENG,VALECHAENG,,,
BSE:517423,517423,517423,,
BSE:517119,517119,517119,,
BSE:503229,503229,503229,,
BSE:544341,544341,544341,,
BSE:531647,531647,531647,,
BSE:511740,511740,511740,,
BSE:531832,531832,531832,,
BSE:521151,521151,521151,,
NSE:NOVAIRNSTL,NOVAIRNSTL,,,
BSE:543194,543194,543194,,
BSE:531454,531454,531454,,
BSE:540361,540361,540361,,
NSE:GTNIND,GTNIND,,,
BSE:526616,526616,526616,,
BSE:544520,544520,544520,,
BSE:526231,526231,526231,,
NSE:BABAFP,BABAFP,,,
NSE:NIYATILEAS,NIYATILEAS,,,
NSE:ATVPETRO,ATVPETRO,,,
BSE:540181,540181,540181,,
NSE:SAIFL,SAIFL,,,
BSE:531931,531931,531931,,
BSE:538868,538868,538868,,
BSE:531810,531810,531810,,
BSE:532402,532402,532402,,
BSE:544662,544662,544662,,
NSE:MANJEERA,MANJEERA,,,
NSE:KONTOR,KONTOR,,,
BSE:530265,530265,530265,,
BSE:542627,542627,542627,,
BSE:544471,544471,544471,,
NSE:CEDAAR,CEDAAR,,,
BSE:507981,507981,507981,,
BSE:542503,542503,542503,,
NSE:KANELOIL,KANELOIL,,,
BSE:530979,530979,530979,,
BSE:543375,543375,543375,,
BSE:506003,506003,506003,,
BSE:522005,522005,522005,,
NSE:WARRENTEA,WARRENTEA,,,
BSE:531297,531297,531297,,
BSE:517546,517546,517546,,
BSE:540254,540254,540254,,
BSE:541601,541601,541601,,
